"","accessRights","adm1","adm2","associatedOccurrences","associatedReferences","associatedSequences","basisOfRecord","behavior","bibliographicCitation","catalogNumber","class","classKey","cloc","collectionCode","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","created","dataGeneralizations","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","disposition","dynamicProperties","earliestAgeOrLowestStage","earliestEonOrLowestEonothem","earliestEpochOrLowestSeries","earliestEraOrLowestErathem","earliestPeriodOrLowestSystem","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNotes","fieldNumber","footprintWKT","formation","fullCountry","gbifID","genericName","genus","genusKey","geodeticDatum","geologicalContextID","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","highestBiostratigraphicZone","http...unknown.org.occurrenceDetails","http...unknown.org.organismID","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","informationWithheld","infraspecificEpithet","institutionCode","institutionID","island","islandGroup","ISO2","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","latestAgeOrHighestStage","latestEonOrHighestEonothem","latestEpochOrHighestSeries","latestEraOrHighestErathem","latestPeriodOrHighestSystem","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","lowestBiostratigraphicZone","member","modified","month","municipality","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","otherCatalogNumbers","ownerInstitutionCode","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","protocol","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rights","rightsHolder","samplingProtocol","scientificName","scientificNameID","sex","source","species","speciesKey","specificEpithet","startDayOfYear","taxonID","taxonKey","taxonRank","taxonRemarks","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimLocality","verbatimSRS","verbatimTaxonRank","vernacularName","waterBody","year","downloadDate","name","id","type_new","decade"
"2855","http://www.vertnet.org/resources/norms.html","California","Lassen County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"36363","Mammalia",359,"7 mi E Ravendale, California, Lassen County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,10088.98,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",7,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,1524,0,7,NA,"1926-01-06T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1145826655,"Erethizon","Erethizon",2437593,"WGS84",NA,"Julian A. Kapoor","2002-07-07 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator 3.02 USGS 1:24000","unverified",NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;","North America, United States, California, Lassen County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:36363?seid=206838",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145826655,"Animalia",1,"en","2016-05-26T02:11:47.991+0000","2016-05-26T02:14:19.643+0000","2016-05-26T02:11:49.093+0000",40.7980319647319,NA,NA,NA,NA,NA,NA,NA,"7 mi E Ravendale","Julian A. Kapoor",NA,NA,-120.232838317488,NA,NA,NA,1,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:36363?seid=206838",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:36363","collector number=1942",NA,NA,"Chordata",44,"skull; study skin; skeleton","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Adrey E. Borell","1942","http://arctos.database.museum/guid/MVZ:Mamm:36363",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,"FEMALE","GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"7 Jan 1926","7 mi E Ravendale",NA,NA,NA,NA,1926,"2016-06-16","California","GBIF37","specimen","1920s"
"2861","http://www.vertnet.org/resources/norms.html","California","Modoc County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"39006","Mammalia",359,"Shields Creek, California, Modoc County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,4102.22,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",25,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,1524,0,176,NA,"1926-06-24T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1145829658,"Erethizon","Erethizon",2437593,"WGS84",NA,"Nitin Bhasin","2002-07-24 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator 3.02 USGS 1:24000","unverified",NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;","North America, United States, California, Modoc County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:39006?seid=1737252",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145829658,"Animalia",1,"en","2016-05-26T02:11:49.589+0000","2016-05-26T02:14:23.925+0000","2016-05-26T02:11:51.428+0000",41.451110772553,NA,NA,NA,NA,NA,NA,NA,"Shields Creek","Nitin Bhasin",NA,NA,-120.378661421934,NA,NA,NA,6,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:39006?seid=1737252","PICK-UP",NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:39006",NA,NA,NA,"Chordata",44,"skull","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Jean M. Linsdale",NA,"http://arctos.database.museum/guid/MVZ:Mamm:39006",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"25 Jun 1926","Shields Creek",NA,NA,NA,NA,1926,"2016-06-16","California","GBIF38","specimen","1920s"
"2903","http://www.vertnet.org/resources/norms.html","California","Tehama County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"34927","Mammalia",359,"2 mi W Black Butte on Mt. Lassen Rd., California, Tehama County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,832.03,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",7,NA,NA,NA,"sex=female",NA,NA,NA,NA,NA,2072.64,0,189,NA,"1924-07-06T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1145825041,"Erethizon","Erethizon",2437593,"WGS84",NA,"Patrick K. Tam","2007-05-08 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator Pro.v.7.0, Lassen Peak,1995,USGS 1:24,000","unverified",NA,"Animalia Chordata Mammalia Rodentia Erethizontidae","North America, United States, California, Tehama County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:34927?seid=1220832",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145825041,"Animalia",1,"en","2016-05-26T02:11:46.874+0000","2016-05-26T02:14:17.143+0000","2016-05-26T02:11:47.886+0000",40.4147,NA,NA,NA,NA,NA,NA,NA,"2 mi W Black Butte on Mt. Lassen Rd.","Patrick K. Tam",NA,NA,-121.5319,NA,NA,NA,7,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:34927?seid=1220832","LASSEN RD=MT LASSEN NATL PARK ROAD",NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:34927","collector number=929",NA,NA,"Chordata",44,"skull; study skin","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Adrey E. Borell","929","http://arctos.database.museum/guid/MVZ:Mamm:34927",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,"FEMALE","GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"7 Jul 1924","on Lassen Rd., 2 mi W Black Butte",NA,NA,NA,NA,1924,"2016-06-16","California","GBIF39","specimen","1920s"
"2914",NA,"California","Modoc Co.",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"4555","Mammalia",359,"Near Willow Ranch, California, Modoc Co., United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"6ce7290f-47f6-4046-8356-371f5b6749df",NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1923-05-24T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",583456121,"Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,"MaNIS georeferencing guidelines",NA,NA,"unverified",NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae","North America; USA; California; Modoc Co.",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CAS:MAM:4555",NA,NA,"epixanthus","CAS",NA,NA,NA,"US",583456121,"Animalia",1,"en","2016-06-06T17:57:14.864+0000","2016-04-17T09:42:31.040+0000","2016-03-29T19:22:45.564+0000",41.9014245628093,NA,NA,NA,NA,NA,NA,NA,"Near Willow Ranch",NA,NA,NA,-120.356887687258,NA,NA,NA,5,NA,NA,"urn:catalog:CAS:MAM:4555","586-156-84.",NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","R. J. Woods","40",NA,NA,NA,NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsatus",145,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"25 May 1923",NA,NA,NA,NA,NA,1923,"2016-06-16","California","GBIF40","specimen","1920s"
"2915",NA,"California","Modoc Co.",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"4553","Mammalia",359,"Near Willow Ranch, California, Modoc Co., United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"6ce7290f-47f6-4046-8356-371f5b6749df",NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1923-05-21T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",583456115,"Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,"MaNIS georeferencing guidelines",NA,NA,"unverified",NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae","North America; USA; California; Modoc Co.",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CAS:MAM:4553",NA,NA,"epixanthus","CAS",NA,NA,NA,"US",583456115,"Animalia",1,"en","2016-06-06T17:57:14.862+0000","2016-04-17T09:42:31.069+0000","2016-03-29T19:22:45.564+0000",41.9014245628093,NA,NA,NA,NA,NA,NA,NA,"Near Willow Ranch",NA,NA,NA,-120.356887687258,NA,NA,NA,5,NA,NA,"urn:catalog:CAS:MAM:4553","698-187-89.",NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","R. J. Woods","38",NA,NA,NA,NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsatus",142,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"22 May 1923",NA,NA,NA,NA,NA,1923,"2016-06-16","California","GBIF41","specimen","1920s"
"2916",NA,"California","Modoc Co.",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"4554","Mammalia",359,"Near Willow Ranch, California, Modoc Co., United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"6ce7290f-47f6-4046-8356-371f5b6749df",NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1923-05-19T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",583456118,"Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,"MaNIS georeferencing guidelines",NA,NA,"unverified",NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae","North America; USA; California; Modoc Co.",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CAS:MAM:4554",NA,NA,"epixanthus","CAS",NA,NA,NA,"US",583456118,"Animalia",1,"en","2016-06-06T17:57:14.861+0000","2016-04-17T09:42:31.034+0000","2016-03-29T19:22:45.556+0000",41.9014245628093,NA,NA,NA,NA,NA,NA,NA,"Near Willow Ranch",NA,NA,NA,-120.356887687258,NA,NA,NA,5,NA,NA,"urn:catalog:CAS:MAM:4554","673-187-89.",NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","R. J. Woods","32",NA,NA,NA,NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsatus",140,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"20 May 1923",NA,NA,NA,NA,NA,1923,"2016-06-16","California","GBIF42","specimen","1920s"
"2917",NA,"California","Modoc Co.",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"4556","Mammalia",359,"Pit River, R.S., California, Modoc Co., United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"6ce7290f-47f6-4046-8356-371f5b6749df",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1923-05-31T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",583456124,"Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,"MaNIS georeferencing guidelines",NA,NA,"unverified",NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae","North America; USA; California; Modoc Co.",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CAS:MAM:4556",NA,NA,"epixanthus","CAS",NA,NA,NA,"US",583456124,"Animalia",1,"en","2016-06-06T17:57:14.861+0000","2016-04-17T09:42:31.068+0000","2016-03-29T19:22:45.558+0000",41.420286003091,NA,NA,NA,NA,NA,NA,NA,"Pit River, R.S.",NA,NA,NA,-120.99302579828,NA,NA,NA,6,NA,NA,"urn:catalog:CAS:MAM:4556","622-120-70.",NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","R. J. Woods","44",NA,NA,NA,NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsatus",152,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"1 Jun 1923",NA,NA,NA,NA,NA,1923,"2016-06-16","California","GBIF43","specimen","1920s"
"2950",NA,"California","San Francisco Co.",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"2679","Mammalia",359,"Golden Gate Park, San Francisco, California, San Francisco Co., United States, NORTH_AMERICA","MAM",NA,"NORTH_AMERICA",NA,NA,"United States",NA,NA,NA,"6ce7290f-47f6-4046-8356-371f5b6749df",NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1920-01-14T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",583451305,"Erethizon","Erethizon",2437593,"WGS84",NA,NA,NA,"MaNIS georeferencing guidelines",NA,NA,"unverified",NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae","North America; USA; California; San Francisco Co.",NA,NA,NA,NA,NA,NA,NA,NA,"urn:catalog:CAS:MAM:2679",NA,NA,"epixanthus","CAS",NA,NA,NA,"US",583451305,"Animalia",1,"en","2016-06-06T17:57:14.173+0000","2016-04-17T09:42:31.020+0000","2016-03-29T19:22:44.937+0000",37.7694108153018,NA,NA,NA,NA,NA,NA,NA,"Golden Gate Park, San Francisco",NA,NA,NA,-122.482209289145,NA,NA,NA,1,NA,NA,"urn:catalog:CAS:MAM:2679","Found in park.",NA,"Rodentia",1459,NA,NA,NA,NA,"Chordata",44,"SS",NA,"DWC_ARCHIVE","US","66522820-055c-11d8-b84e-b8a03c50a862","C. Bud; L. Little","513",NA,NA,NA,NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsatus",15,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,NA,NA,"15 Jan 1920",NA,NA,NA,NA,NA,1920,"2016-06-16","California","GBIF44","specimen","1920s"
"2952","http://www.vertnet.org/resources/norms.html","California","Modoc County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"31742","Mammalia",359,"10 mi SW Alturas, California, Modoc County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,3606.54,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",22,NA,NA,NA,"sex=unknown",NA,NA,NA,NA,NA,1524,0,143,NA,"1920-05-21T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1145821496,"Erethizon","Erethizon",2437593,"WGS84",NA,"Nitin Bhasin","2002-07-24 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator 3.02 USGS 1:24000","unverified",NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;","North America, United States, California, Modoc County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:31742?seid=1387196",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145821496,"Animalia",1,"en","2016-05-26T02:11:44.929+0000","2016-05-26T02:14:12.365+0000","2016-05-26T02:11:45.044+0000",41.4202686262815,NA,NA,NA,NA,NA,NA,NA,"10 mi SW Alturas","Nitin Bhasin",NA,NA,-120.685398382535,NA,NA,NA,5,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:31742?seid=1387196","PICK UP",NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:31742","collector number=3726",NA,NA,"Chordata",44,"skull","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Halstead G. White, R. Russell","3726","http://arctos.database.museum/guid/MVZ:Mamm:31742",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,NA,"GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"22 May 1920","10 mi SE Alturas",NA,NA,NA,NA,1920,"2016-06-16","California","GBIF45","specimen","1920s"
"2969","http://www.vertnet.org/resources/norms.html","California","Siskiyou County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"29242","Mammalia",359,"Badger Peak, 5 mi NE Yreka, California, Siskiyou County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,833.64,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",7,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,1066.8,0,38,NA,"1919-02-06T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1145818744,"Erethizon","Erethizon",2437593,"WGS84",NA,"Catherine E. Dana","2002-10-07 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator 5.03 USGS 1:24000","unverified",NA,"Animalia Chordata Mammalia Rodentia Erethizontidae","North America, United States, California, Siskiyou County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:29242?seid=1128863",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145818744,"Animalia",1,"en","2016-05-26T02:11:43.159+0000","2016-05-26T02:14:09.320+0000","2016-05-26T02:11:43.553+0000",41.5984379069677,NA,NA,NA,NA,NA,NA,NA,"Badger Peak, 5 mi NE Yreka","Catherine E. Dana",NA,NA,-121.628893776621,NA,NA,NA,2,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:29242?seid=1128863","ADD COLL J.O. MILLER",NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:29242","collector number=7229",NA,NA,"Chordata",44,"skull; study skin","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Joseph S. Dixon, et al.","7229","http://arctos.database.museum/guid/MVZ:Mamm:29242",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,"MALE","GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"7 Feb 1919","Badger Peak, 5 mi NE Yreka",NA,NA,NA,NA,1919,"2016-06-16","California","GBIF46","specimen","1910s"
"2971","http://www.vertnet.org/resources/norms.html","California","Siskiyou County",NA,NA,NA,"PRESERVED_SPECIMEN",NA,NA,"29912","Mammalia",359,"Montague, California, Siskiyou County, United States, NORTH_AMERICA","Mammal specimens","urn:lsid:biocol.org:col:34904","NORTH_AMERICA",NA,2729.45,"United States",NA,NA,NA,"0daed095-478a-4af6-abf5-18acb790fbb2",NA,"1999-01-26T23:00:00.000+0000",28,NA,NA,NA,"sex=male",NA,NA,NA,NA,NA,NA,NA,148,NA,"1919-05-27T23:00:00.000+0000",NA,NA,NA,"Erethizontidae",5498,NA,NA,NA,NA,"United States",1145819448,"Erethizon","Erethizon",2437593,"WGS84",NA,"Catherine E. Dana","2002-10-07 00:00:00.0","MaNIS georeferencing guidelines",NA,"Terrain Navigator 3.02 USGS 1:24000","unverified",NA,"Animalia; Chordata; Mammalia; Rodentia; Erethizontidae;","North America, United States, California, Siskiyou County",NA,NA,NA,NA,"A",NA,"legacy","Museum of Vertebrate Zoology, University of California, Berkeley","http://arctos.database.museum/guid/MVZ:Mamm:29912?seid=811666",1,NA,"epixanthus","MVZ","urn:lsid:biocol.org:col:34777",NA,NA,"US",1145819448,"Animalia",1,"en","2016-05-26T02:11:43.594+0000","2016-05-26T02:14:10.107+0000","2016-05-26T02:11:43.910+0000",41.7279081404836,NA,NA,NA,NA,NA,NA,NA,"Montague","Catherine E. Dana",NA,NA,-122.52758720734,NA,NA,NA,5,NA,"ICZN","http://arctos.database.museum/guid/MVZ:Mamm:29912?seid=811666",NA,NA,"Rodentia",1459,"http://arctos.database.museum/guid/MVZ:Mamm:29912","collector number=3343",NA,NA,"Chordata",44,"skull; study skin; skeleton","<i>Erethizon dorsatum epixanthum</i> (accepted ID) identified by Museum of Vertebrate Zoology, University of California, Berkeley on 1999-01-27; method: legacy","DWC_ARCHIVE","US","8edbbde0-055e-11d8-b850-b8a03c50a862","Collector(s): Halstead G. White, J. G. Gilstrap","3343","http://arctos.database.museum/guid/MVZ:Mamm:29912",NA,"http://creativecommons.org/publicdomain/zero/1.0/",NA,NA,"Erethizon dorsatus subsp. epixanthus Brandt, 1835",NA,"MALE","GBIF","Erethizon dorsatus",6066824,"dorsatus",NA,NA,6066827,"SUBSPECIES",NA,"PhysicalObject",NA,NA,"decimal degrees",NA,"28 May 1919","Montague",NA,NA,NA,NA,1919,"2016-06-16","California","GBIF47","specimen","1910s"
